,AGE,NUM_OF_BASKETS,RACE_LE,GENDER_LE,BODY_SIZE_LE,WITH_KIDS_LE,KIDS_CATEGORY_LE,BASKET_SIZE_LE,BASKET_COLOUR_LE,ATTIRE_LE,SHIRT_COLOUR_LE,SHIRT_TYPE_LE,PANTS_COLOUR_LE,PANTS_TYPE_LE,WASH_ITEM_LE,WASHER_NO_LE,DRYER_NO_LE,SPECTACLES_LE,DAY_LE,DAY_TYPE_LE
274,41.0,2.0,0,0,2,0,1,0,5,0,5,0,0,0,1,0,1,0,6,0
275,42.0,2.0,1,1,2,0,1,0,9,0,10,1,9,1,1,3,2,0,6,0
276,36.0,1.0,1,0,0,0,1,0,4,0,11,1,0,0,1,2,0,0,6,0
277,54.0,3.0,1,0,0,0,1,0,9,0,4,0,12,0,0,2,1,0,6,0
278,44.0,1.0,0,0,2,0,1,0,1,0,4,1,0,0,1,3,3,0,6,0
279,47.0,1.0,3,0,1,0,1,0,9,0,9,1,5,0,1,2,3,0,6,0
280,47.0,39.0,3,0,1,0,1,0,9,0,9,1,0,0,1,0,2,0,6,0
281,29.0,3.0,3,1,0,0,1,0,8,0,8,1,12,1,1,1,1,0,6,0
282,41.0,3.0,3,0,0,0,1,0,0,0,4,1,0,0,1,3,2,0,6,0
283,50.0,3.0,3,0,2,0,1,0,4,0,4,1,7,1,1,3,3,0,6,0
284,54.0,3.0,3,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,6,0
285,48.0,2.0,3,0,0,0,1,0,0,0,0,0,9,1,1,1,1,0,6,0
286,41.0,1.0,0,0,2,0,1,0,9,0,11,1,0,1,0,0,0,0,6,0
287,29.0,1.0,3,1,0,0,1,0,0,0,11,1,7,0,1,2,0,0,6,0
288,34.0,1.0,3,1,2,0,1,0,8,0,0,1,7,0,1,1,0,1,6,0
289,29.0,2.0,3,1,0,1,4,0,9,0,11,1,7,0,1,2,2,0,6,0
290,39.0,2.0,2,1,1,0,1,0,8,0,4,1,0,0,1,0,3,0,6,0
291,43.0,2.0,3,0,0,0,2,0,1,0,0,1,7,0,1,2,2,1,6,0
292,32.0,2.0,3,1,2,0,1,0,8,0,11,1,7,0,1,2,1,0,6,0
293,29.0,1.0,3,1,1,0,1,0,1,1,10,1,7,0,1,3,1,0,6,0
294,48.0,3.0,3,0,2,1,2,0,8,0,9,1,0,0,1,0,3,1,6,0
295,54.0,2.0,0,1,1,1,4,0,0,0,5,1,11,0,1,1,1,0,6,0
296,42.0,3.0,3,1,1,0,1,0,0,0,5,0,6,0,1,0,0,0,6,0
297,35.0,1.0,3,0,0,0,1,0,3,0,9,1,7,0,1,2,0,0,6,0
298,40.0,2.0,3,0,1,0,1,0,9,0,9,1,0,0,1,0,1,0,6,0
299,37.0,2.0,3,1,1,0,1,0,8,0,3,1,12,0,0,0,0,0,6,0
300,31.0,3.0,0,1,2,0,1,0,0,0,10,1,7,0,1,1,1,0,6,0
301,55.0,2.0,3,0,2,0,1,0,9,0,10,1,0,1,1,3,2,0,6,0
302,39.0,1.0,0,1,2,0,1,0,9,0,10,1,0,1,1,2,0,0,6,0
303,37.0,1.0,2,1,2,0,1,0,9,0,0,1,2,0,0,3,2,0,2,1
304,30.0,1.0,3,0,1,0,1,0,9,0,5,1,0,1,1,1,1,0,2,1
305,45.0,2.0,2,1,1,0,1,1,9,0,0,1,2,0,1,3,3,0,2,1
306,28.0,2.0,1,0,0,0,1,0,3,0,5,1,2,0,1,3,1,0,2,1
307,44.0,1.0,1,0,1,0,1,0,8,0,7,1,7,0,1,1,2,0,2,1
308,33.0,2.0,2,1,1,0,1,0,7,0,10,1,0,0,1,2,3,1,2,1
309,32.0,2.0,3,1,1,0,1,0,8,0,10,1,7,1,0,2,2,0,2,1
310,37.0,1.0,3,1,2,0,1,1,9,0,10,1,0,0,1,1,2,0,2,1
311,39.0,3.0,3,1,1,0,1,0,1,0,0,1,0,0,1,3,2,0,2,1
312,35.0,1.0,2,1,1,0,1,0,1,1,10,1,5,0,1,3,2,0,2,1
313,36.0,2.0,2,0,0,0,1,0,1,2,9,1,12,0,1,3,3,0,2,1
314,39.0,2.0,3,0,2,1,2,0,1,2,7,0,9,0,1,2,2,0,2,1
315,48.0,3.0,3,0,2,0,1,0,0,0,10,1,2,0,1,3,1,0,2,1
316,51.0,39.0,0,0,2,0,1,0,1,0,10,1,5,1,1,1,2,0,2,1
317,28.0,3.0,3,1,2,0,2,0,9,0,10,1,0,1,1,0,0,1,2,1
318,44.0,2.0,3,1,2,0,1,0,0,1,10,1,0,0,1,0,3,0,2,1
319,34.0,1.0,2,0,2,0,1,0,8,0,10,1,0,0,0,3,1,0,2,1
320,49.0,3.0,2,0,1,0,1,0,9,0,10,1,2,0,1,3,2,0,2,1
321,48.0,3.0,2,1,1,0,1,0,9,1,9,1,0,0,1,1,0,0,2,1
322,53.0,1.0,2,1,1,0,1,0,9,0,10,1,0,0,1,1,2,0,2,1
323,46.0,2.0,3,1,1,0,1,0,1,0,4,1,2,0,1,1,0,0,1,0
324,47.0,2.0,2,1,0,0,1,0,1,0,8,1,0,0,1,2,2,0,1,0
325,55.0,1.0,3,1,1,0,1,0,2,0,9,1,0,1,1,3,0,1,1,0
326,37.0,1.0,3,0,2,0,1,0,9,0,0,1,2,0,1,2,3,0,1,0
327,37.0,2.0,0,1,2,0,1,0,1,0,0,1,5,0,1,1,0,0,3,1
328,31.0,2.0,2,1,1,0,1,0,8,0,4,1,7,0,1,3,0,0,3,1
329,42.0,39.0,1,0,1,0,1,1,1,2,9,0,11,0,1,3,2,0,3,1
330,46.0,2.0,1,0,2,0,1,0,8,2,4,0,6,0,1,2,3,0,3,1
331,50.0,39.0,3,1,0,1,4,0,9,2,10,0,12,0,1,0,0,0,3,1
332,51.0,1.0,3,1,0,1,4,0,9,0,9,1,7,0,0,1,2,1,3,1
333,30.0,3.0,2,1,2,0,1,0,9,0,10,1,0,1,1,2,0,0,3,1
334,47.0,2.0,3,0,1,0,1,0,6,0,0,1,5,0,1,2,1,0,3,1
335,33.0,2.0,1,1,1,0,1,0,9,0,2,1,7,0,1,3,0,0,3,1
336,29.0,1.0,3,0,1,1,0,0,6,0,0,1,2,0,1,1,1,0,3,1
337,54.0,1.0,2,0,2,0,1,0,9,0,0,1,2,1,1,0,1,0,3,1
338,35.0,39.0,3,0,1,0,1,0,9,0,10,1,0,1,1,0,1,0,3,1
339,45.0,3.0,3,0,1,1,2,0,2,0,0,1,2,0,1,2,2,0,3,1
340,53.0,2.0,0,1,2,0,1,0,9,0,10,1,0,0,1,1,3,0,3,1
341,48.0,3.0,3,0,1,0,1,0,0,0,10,1,0,0,1,0,0,0,3,1
342,36.0,2.0,2,0,2,0,1,0,0,1,9,0,0,0,0,0,0,0,3,1
343,45.0,1.0,0,1,1,0,1,0,8,0,5,1,0,1,1,1,2,0,3,1
344,41.0,2.0,3,1,0,0,1,0,3,0,5,1,5,1,1,2,2,0,3,1
345,54.0,1.0,3,0,2,1,2,0,9,0,0,0,0,0,1,3,1,0,3,1
346,35.0,2.0,2,0,2,0,1,0,3,0,5,1,7,0,0,0,1,1,3,1
347,46.0,1.0,2,0,1,1,4,0,8,0,10,1,10,1,1,0,1,0,3,1
348,53.0,1.0,2,0,2,1,0,0,8,0,10,1,0,0,1,1,1,0,3,1
349,38.0,3.0,3,0,0,0,1,0,8,0,10,1,0,0,1,3,3,0,3,1
350,39.0,1.0,3,0,1,0,1,0,1,0,7,1,12,1,1,2,3,1,3,1
351,32.0,1.0,3,0,0,1,2,0,8,0,10,0,0,0,1,0,3,0,3,1
352,37.0,39.0,0,1,1,0,1,0,9,0,0,1,2,0,1,3,2,0,3,1
353,53.0,3.0,3,1,1,0,1,0,5,0,10,1,7,1,0,2,1,0,3,1
354,53.0,2.0,0,1,2,0,1,0,10,0,0,1,0,0,1,2,0,0,3,1
355,39.0,1.0,0,1,2,1,2,0,10,0,0,1,0,0,1,2,2,0,3,1
356,50.0,39.0,3,1,1,1,4,0,9,0,3,1,2,0,0,1,0,0,3,1
357,53.0,1.0,2,1,2,0,1,0,1,0,0,1,7,0,1,1,3,0,3,1
358,49.0,2.0,3,0,0,0,1,0,10,0,8,0,6,0,1,0,3,0,3,1
359,41.0,2.0,2,1,2,1,4,0,5,1,9,1,7,0,1,3,3,0,3,1
360,30.0,1.0,2,0,1,0,1,0,9,0,8,1,2,0,0,2,1,1,3,1
361,54.0,3.0,3,0,2,1,0,0,9,0,9,1,0,0,0,3,1,0,3,1
362,50.0,2.0,3,1,2,1,4,0,1,0,10,1,2,0,1,1,1,0,3,1
363,35.0,2.0,2,0,2,0,1,0,1,0,2,1,2,1,0,3,3,0,3,1
364,46.0,1.0,2,0,2,0,1,0,9,0,9,1,0,1,1,1,3,0,3,1
365,51.0,1.0,2,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,3,1
366,30.0,2.0,0,0,1,0,1,0,9,0,10,1,7,0,0,0,0,0,3,1
367,40.0,3.0,3,0,1,1,4,0,7,0,7,1,7,0,1,0,0,0,1,0
368,39.0,39.0,3,0,0,1,4,0,3,0,10,1,12,0,1,0,1,0,1,0
369,54.0,2.0,3,0,1,1,2,0,6,0,2,1,2,0,1,1,0,0,1,0
370,54.0,1.0,3,0,0,1,4,0,8,0,3,0,2,0,1,3,3,0,1,0
371,48.0,3.0,2,1,0,0,1,0,10,0,10,1,0,0,1,1,0,0,1,0
372,46.0,1.0,2,0,1,0,1,0,6,0,10,1,2,0,0,0,1,0,1,0
373,45.0,3.0,0,1,0,0,1,0,3,0,0,1,2,0,1,2,3,0,1,0
374,45.0,2.0,3,0,1,0,1,1,9,0,3,0,2,0,1,1,2,0,1,0
375,49.0,2.0,1,0,2,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0
376,36.0,3.0,3,0,2,0,1,0,8,2,0,0,0,0,1,2,2,0,1,0
377,32.0,2.0,0,1,0,0,1,0,3,0,0,1,12,1,1,1,0,1,1,0
378,30.0,3.0,2,1,1,0,1,0,3,0,0,1,5,1,1,3,0,0,1,0
379,51.0,1.0,2,1,0,0,1,0,9,0,10,1,6,0,1,3,3,0,1,0
380,33.0,1.0,3,1,2,0,1,0,0,0,2,1,7,1,1,1,3,0,1,0
381,28.0,1.0,3,0,1,0,1,0,9,0,10,0,0,0,1,0,0,0,1,0
382,50.0,3.0,0,1,2,0,1,0,3,0,10,1,5,1,1,2,2,1,1,0
383,53.0,2.0,2,1,0,0,1,0,8,0,10,1,0,0,1,1,3,0,1,0
384,52.0,3.0,1,1,0,0,1,0,9,0,6,1,5,0,0,0,3,0,1,0
385,33.0,2.0,3,0,2,0,1,0,8,2,8,0,10,0,1,1,1,0,1,0
386,45.0,1.0,3,0,2,0,1,0,9,0,10,1,2,0,1,3,0,0,1,0
387,39.0,39.0,0,1,2,1,4,0,8,0,10,1,2,1,1,0,1,1,1,0
388,47.0,39.0,2,1,1,0,1,0,8,0,10,1,0,0,0,1,1,0,1,0
389,31.0,3.0,0,1,2,0,1,0,9,0,10,1,3,0,1,2,0,0,1,0
390,44.0,2.0,2,1,0,0,1,0,8,0,3,1,2,0,1,2,1,0,1,0
391,36.0,2.0,1,0,1,0,1,0,1,0,5,1,2,0,1,3,3,0,1,0
392,50.0,39.0,2,1,0,0,1,0,9,0,4,1,0,1,0,3,1,0,1,0
393,53.0,1.0,2,1,2,0,1,0,9,0,2,1,0,1,1,2,0,0,1,0
394,33.0,2.0,2,0,1,0,1,0,9,0,4,1,0,0,1,0,0,1,1,0
395,45.0,3.0,0,1,0,0,1,0,8,0,3,1,2,0,1,0,2,0,1,0
396,39.0,1.0,0,1,2,1,4,0,1,1,10,0,0,0,0,2,0,1,5,0
397,36.0,3.0,1,0,0,0,1,0,6,0,2,1,0,0,1,1,1,0,5,0
398,49.0,1.0,2,1,1,0,1,0,1,0,9,1,0,0,1,3,3,0,5,0
399,55.0,2.0,0,1,0,0,1,0,0,0,6,0,0,1,1,1,3,0,5,0
400,44.0,1.0,2,1,0,0,1,0,9,0,2,1,0,0,0,1,1,0,5,0
401,45.0,1.0,2,0,0,0,1,0,6,2,10,1,12,0,1,1,3,0,5,0
402,37.0,1.0,0,0,0,0,1,0,1,0,9,1,0,0,1,1,2,0,5,0
403,55.0,3.0,2,1,1,0,1,0,1,0,0,1,2,1,0,2,3,0,5,0
404,54.0,2.0,2,1,2,0,1,0,3,0,10,1,0,0,1,1,1,0,5,0
405,30.0,2.0,2,1,1,0,1,0,9,1,10,1,0,0,1,1,2,1,5,0
406,54.0,2.0,1,1,1,0,1,0,0,0,4,1,0,0,1,1,2,0,5,0
407,40.0,1.0,2,1,2,0,1,0,8,0,5,1,0,0,1,2,1,0,5,0
408,34.0,39.0,2,1,0,0,1,0,3,0,4,1,5,0,1,2,0,0,5,0
409,35.0,2.0,0,1,0,0,1,0,9,1,10,0,0,0,1,2,2,1,5,0
410,52.0,1.0,2,1,1,0,1,0,1,0,0,1,0,0,1,0,3,0,5,0
411,39.0,1.0,2,1,1,1,0,0,3,0,6,1,0,0,1,3,2,0,5,0
412,43.0,39.0,2,0,1,0,1,0,3,0,9,1,11,1,1,2,2,0,5,0
413,44.0,2.0,2,0,1,0,1,0,1,1,4,1,0,0,1,1,1,0,5,0
414,40.0,2.0,2,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,6,0
415,52.0,1.0,0,1,0,0,1,0,9,0,3,1,12,1,1,1,0,0,6,0
416,39.0,1.0,2,0,0,0,1,0,9,0,2,1,0,1,1,1,2,0,6,0
417,53.0,39.0,2,0,2,0,1,0,9,0,0,1,5,1,1,3,3,0,6,0
418,31.0,1.0,2,1,1,0,1,0,9,0,0,1,0,0,1,2,2,0,6,0
419,32.0,1.0,2,1,1,0,1,0,8,0,10,1,12,1,1,1,1,0,6,0
420,53.0,39.0,1,1,2,0,1,0,3,0,2,1,0,0,1,2,3,0,6,0
421,41.0,39.0,0,0,2,0,1,0,1,0,0,1,0,0,1,2,0,0,6,0
422,41.0,1.0,1,0,1,0,1,0,8,0,9,1,8,0,1,1,1,0,6,0
423,36.0,2.0,0,1,2,0,1,0,1,0,10,1,0,1,1,3,3,0,6,0
424,39.0,1.0,0,1,2,0,1,0,1,0,9,1,0,1,1,2,1,0,6,0
425,50.0,2.0,2,0,1,0,1,0,1,0,1,1,2,1,1,0,2,1,6,0
426,32.0,1.0,2,0,0,0,1,0,9,0,0,1,2,1,1,2,1,0,6,0
427,53.0,1.0,0,0,1,0,1,0,9,0,10,1,11,1,1,3,3,0,6,0
428,40.0,39.0,2,1,0,0,1,0,9,0,0,1,0,0,1,3,3,0,6,0
429,49.0,3.0,0,1,2,0,1,0,9,0,2,1,0,1,1,0,0,0,6,0
430,47.0,2.0,1,0,2,0,1,0,8,0,10,0,0,0,1,3,1,0,6,0
431,37.0,1.0,0,0,1,0,4,0,9,0,4,1,9,1,1,2,0,0,6,0
432,49.0,3.0,2,0,0,1,4,0,0,0,0,1,2,0,1,2,0,0,6,0
433,44.0,2.0,0,1,2,0,1,0,9,0,5,1,0,0,1,3,2,0,6,0
434,43.0,39.0,1,0,1,0,1,0,8,0,10,1,10,1,1,1,0,0,4,0
435,47.0,2.0,1,0,2,0,1,0,8,0,3,1,9,0,1,2,2,0,4,0
436,45.0,2.0,2,0,2,0,1,0,1,0,10,1,0,0,1,3,3,0,4,0
437,51.0,2.0,0,1,2,0,1,0,3,0,6,1,0,0,1,1,2,0,4,0
438,39.0,1.0,1,1,1,0,1,1,9,0,10,1,6,0,1,2,3,0,4,0
439,37.0,2.0,2,1,0,0,1,0,1,0,5,1,0,0,1,1,1,1,4,0
440,33.0,3.0,1,1,1,0,1,0,9,0,10,1,5,0,1,3,1,0,4,0
441,46.0,1.0,3,1,1,0,1,0,9,0,0,1,7,1,1,2,1,0,4,0
442,28.0,2.0,0,1,2,0,1,0,9,0,4,1,0,0,1,2,1,0,4,0
443,40.0,1.0,2,1,1,1,4,0,3,0,10,1,0,0,1,3,0,0,4,0
444,35.0,3.0,2,0,0,0,1,0,1,0,3,1,0,1,1,1,3,0,4,0
445,36.0,2.0,3,0,1,0,1,0,9,0,0,1,12,1,1,2,0,0,4,0
446,41.0,39.0,2,1,0,0,1,0,10,0,6,1,0,0,0,1,0,0,4,0
447,34.0,2.0,2,0,1,0,1,0,1,0,11,1,0,0,1,0,0,0,4,0
448,29.0,2.0,0,1,0,0,1,0,1,0,5,1,5,1,1,0,0,0,4,0
449,43.0,3.0,0,1,2,0,1,0,9,0,2,1,11,1,1,2,3,0,4,0
450,32.0,2.0,3,0,0,0,1,0,9,0,10,0,0,0,1,0,0,0,4,0
451,44.0,1.0,1,1,1,0,1,0,7,0,5,1,0,0,1,3,3,0,4,0
452,47.0,1.0,0,0,2,0,1,0,9,1,9,0,2,0,1,3,1,1,4,0
453,45.0,1.0,2,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,4,0
454,45.0,2.0,3,0,0,0,1,0,1,0,2,1,0,0,1,1,3,0,4,0
455,54.0,2.0,3,0,2,0,1,0,8,0,5,0,0,0,1,1,2,0,4,0
456,39.0,39.0,0,0,1,0,1,0,9,0,6,1,2,1,1,1,3,0,0,0
457,34.0,3.0,3,0,2,0,1,0,4,0,10,1,0,0,1,0,1,0,0,0
458,44.0,3.0,0,1,2,0,1,0,9,1,10,1,2,0,1,1,2,0,0,0
459,39.0,1.0,0,0,1,0,1,0,9,0,3,1,2,1,1,1,0,0,0,0
460,33.0,1.0,3,0,2,0,1,0,9,0,9,1,11,0,1,3,1,0,0,0
461,36.0,1.0,2,1,2,0,1,0,8,0,9,1,6,1,1,2,3,0,0,0
462,53.0,1.0,2,1,1,0,1,0,9,0,10,1,11,1,1,3,3,0,0,0
463,47.0,1.0,3,0,1,0,1,0,9,0,10,1,2,0,1,3,3,0,0,0
464,34.0,3.0,3,0,2,0,1,0,9,0,0,1,0,0,1,3,3,0,0,0
465,54.0,39.0,1,0,1,0,1,0,9,0,11,0,2,0,0,1,2,0,0,0
466,52.0,1.0,3,1,1,0,1,0,10,2,10,0,0,0,0,1,1,1,0,0
467,52.0,2.0,2,1,1,0,1,1,10,1,9,1,0,0,1,2,2,0,0,0
468,38.0,3.0,3,1,2,1,2,0,1,0,9,1,5,0,1,1,0,0,0,0
469,53.0,3.0,0,0,0,0,1,0,8,0,10,0,0,0,1,0,2,0,0,0
470,30.0,3.0,2,0,2,0,1,0,1,0,2,1,10,1,1,2,2,0,0,0
471,49.0,1.0,2,1,1,0,1,0,1,0,4,1,0,0,1,2,1,0,0,0
472,41.0,2.0,2,0,1,0,1,0,9,0,2,1,1,0,0,1,3,0,0,0
473,55.0,3.0,2,1,1,0,1,0,1,0,0,1,7,0,1,3,0,0,0,0
474,32.0,2.0,3,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0
475,35.0,1.0,0,1,1,0,1,0,9,0,11,1,0,1,1,0,2,0,0,0
476,37.0,3.0,1,1,1,0,1,0,1,0,4,1,0,0,0,3,1,1,0,0
477,49.0,3.0,0,1,2,0,1,0,9,0,2,1,0,0,1,0,1,1,0,0
478,53.0,2.0,0,1,2,0,1,0,9,0,10,1,0,0,1,3,1,0,0,0
479,53.0,1.0,3,1,2,0,1,0,5,0,10,1,2,0,0,3,1,1,0,0
480,43.0,2.0,0,1,1,0,1,0,8,0,0,1,7,1,1,2,2,0,0,0
481,32.0,3.0,3,1,1,0,1,0,8,0,10,1,2,0,0,0,0,0,0,0
482,28.0,3.0,0,1,1,0,1,0,8,0,0,1,0,1,0,3,2,1,0,0
483,42.0,1.0,2,0,1,0,1,0,9,0,10,1,0,0,0,0,0,0,0,0
484,49.0,2.0,2,0,1,0,1,0,0,0,0,1,6,1,0,0,0,0,0,0
485,29.0,39.0,3,0,2,0,1,0,9,2,0,0,0,0,0,0,3,0,0,0
486,47.0,39.0,2,1,1,0,1,0,9,0,10,1,7,1,1,2,3,0,0,0
487,28.0,1.0,3,0,1,0,1,0,1,0,10,0,0,0,0,0,0,0,0,0
488,49.0,3.0,0,1,2,0,1,0,9,1,10,1,0,0,1,1,3,0,0,0
489,36.0,2.0,0,0,1,0,1,0,0,0,0,1,7,0,1,3,0,0,0,0
490,39.0,1.0,3,1,1,0,1,0,1,0,10,1,2,0,0,0,2,1,0,0
491,38.0,1.0,2,0,2,0,1,0,2,0,0,1,7,0,1,3,2,0,0,0
492,49.0,2.0,0,1,1,0,1,0,9,0,10,1,0,0,1,1,1,0,0,0
493,35.0,1.0,1,0,1,0,1,0,8,0,9,0,0,0,1,1,0,0,0,0
494,32.0,1.0,1,0,0,0,1,0,9,0,10,0,11,0,1,0,3,0,0,0
495,47.0,1.0,2,0,2,0,1,0,6,0,10,1,0,0,1,1,2,0,0,0
496,51.0,39.0,2,0,0,0,1,0,6,0,10,1,0,0,1,2,1,0,0,0
497,46.0,2.0,0,0,2,0,1,0,0,0,10,1,2,0,1,3,2,0,0,0
498,41.0,1.0,1,0,2,1,4,0,9,0,10,1,2,0,1,0,3,0,0,0
499,39.0,2.0,0,0,1,1,4,0,8,0,0,1,0,0,1,2,0,1,0,0
500,36.0,3.0,1,1,2,1,4,0,9,2,2,0,2,0,1,0,1,0,0,0
501,51.0,2.0,3,0,0,1,2,0,6,0,9,1,0,0,0,2,3,1,0,0
502,29.0,3.0,3,0,0,1,4,0,6,0,5,0,0,0,1,3,2,1,0,0
503,44.0,1.0,0,1,1,0,1,0,8,0,11,1,2,0,1,3,1,0,0,0
504,31.0,1.0,0,1,0,0,1,0,8,0,2,1,0,0,1,0,1,1,0,0
505,52.0,39.0,2,0,0,1,4,0,9,0,10,1,0,0,0,1,3,0,0,0
506,32.0,3.0,2,0,1,0,2,0,6,0,0,1,0,0,1,0,3,0,0,0
507,32.0,1.0,2,0,1,0,1,0,9,0,10,1,2,0,1,0,1,1,0,0
508,49.0,39.0,3,0,0,1,4,0,9,0,9,0,0,0,0,0,0,0,0,0
509,28.0,3.0,3,0,0,1,2,0,8,2,10,0,12,0,0,3,0,1,0,0
510,48.0,39.0,3,0,1,1,4,0,9,0,0,1,7,0,0,2,1,0,0,0
511,35.0,2.0,0,1,0,0,1,0,9,0,0,1,2,0,0,0,0,0,0,0
512,38.0,3.0,0,1,1,0,1,0,9,0,11,1,2,0,1,2,1,0,0,0
513,49.0,1.0,0,1,0,0,1,0,8,0,2,1,0,0,1,0,2,1,0,0
514,34.0,39.0,2,0,1,0,4,0,6,0,10,1,0,0,0,0,3,0,0,0
515,44.0,1.0,2,0,1,1,2,0,6,0,10,1,0,0,1,0,0,0,0,0
516,52.0,1.0,0,1,1,0,1,0,9,0,4,1,0,0,1,1,1,0,0,0
517,50.0,1.0,0,1,2,0,1,0,9,1,10,1,0,0,1,3,2,0,0,0
518,38.0,1.0,0,0,1,0,1,0,9,0,10,1,2,1,1,1,3,0,0,0
519,39.0,2.0,3,1,2,0,1,0,8,0,9,1,11,0,1,3,1,0,0,0
520,52.0,3.0,2,1,1,0,1,0,8,0,9,1,0,1,1,2,0,0,0,0
521,50.0,39.0,3,1,2,0,1,0,4,0,10,1,11,1,1,3,3,0,0,0
522,51.0,2.0,1,0,0,0,1,0,9,0,0,1,0,0,0,2,2,0,0,0
523,52.0,1.0,2,0,1,0,1,0,1,0,10,1,12,0,1,2,0,0,0,0
524,32.0,2.0,1,1,1,0,1,0,1,0,9,1,0,1,1,0,2,0,0,0
525,29.0,39.0,0,1,2,0,1,0,7,0,5,1,5,1,0,2,2,1,0,0
526,29.0,1.0,2,1,1,0,1,0,7,0,10,1,0,1,0,2,2,0,0,0
527,47.0,3.0,1,0,1,1,4,0,1,0,0,1,0,0,1,2,1,0,0,0
528,40.0,2.0,2,1,0,1,2,0,1,1,0,1,0,0,1,3,0,0,0,0
529,39.0,2.0,0,0,1,1,4,0,9,0,4,1,9,1,1,0,0,0,0,0
530,44.0,1.0,2,0,0,1,4,0,0,0,0,1,2,0,1,3,0,0,0,0
531,39.0,2.0,0,1,2,0,1,0,9,0,5,1,0,0,1,3,1,0,0,0
532,28.0,3.0,1,0,1,0,1,0,8,0,10,1,10,1,1,1,1,0,0,0
533,34.0,3.0,1,0,1,0,1,0,8,0,3,1,9,0,1,2,3,0,0,0
534,39.0,39.0,2,0,2,0,1,0,1,0,10,1,0,0,1,3,3,0,0,0
535,43.0,3.0,0,1,2,0,1,0,3,0,6,1,0,0,1,2,2,0,0,0
536,29.0,39.0,0,0,1,0,1,0,9,0,9,1,0,0,0,0,0,0,2,1
537,30.0,2.0,2,0,1,0,1,0,3,0,9,1,0,1,1,0,2,0,2,1
538,46.0,2.0,2,0,1,0,1,0,1,1,4,1,0,0,1,1,2,0,2,1
539,39.0,1.0,3,0,2,0,1,0,1,0,0,1,0,0,0,3,0,0,2,1
540,55.0,2.0,0,1,0,0,1,0,9,0,3,1,12,1,1,1,2,0,2,1
541,43.0,1.0,2,0,0,0,1,0,9,0,2,1,0,1,1,0,2,0,2,1
542,29.0,2.0,2,0,2,0,1,0,9,0,0,1,5,1,1,3,2,0,2,1
543,42.0,2.0,0,1,2,0,1,0,7,0,9,1,12,1,0,3,1,0,2,1
544,55.0,3.0,0,1,2,1,2,0,10,0,0,1,0,0,1,1,2,0,2,1
545,40.0,2.0,2,1,2,0,1,0,1,0,10,1,7,0,1,3,3,0,2,1
546,36.0,2.0,3,0,0,0,1,0,10,0,8,0,6,0,1,0,2,0,2,1
547,37.0,3.0,2,1,2,1,4,0,5,1,9,1,7,0,1,3,2,0,2,1
548,39.0,3.0,2,1,1,0,1,0,9,0,8,1,2,0,0,3,1,1,2,1
549,36.0,3.0,0,0,2,1,0,0,9,0,9,1,0,0,0,0,1,0,2,1
550,48.0,3.0,3,1,2,0,1,1,9,0,0,1,0,0,1,1,2,0,2,1
551,35.0,3.0,0,1,1,0,1,0,9,0,10,1,0,0,1,0,3,0,2,1
552,41.0,2.0,3,1,2,0,1,0,0,0,10,1,0,0,0,1,0,1,2,1
553,53.0,39.0,2,0,0,0,1,0,1,0,9,1,12,0,1,2,3,0,2,1
554,44.0,1.0,0,0,1,0,1,0,9,0,10,1,11,1,1,3,3,0,2,1
555,46.0,1.0,3,0,2,0,1,0,4,0,0,1,12,1,1,2,2,1,2,1
556,29.0,1.0,3,1,0,0,1,0,9,0,10,1,12,0,1,0,0,0,2,1
557,42.0,2.0,1,1,0,0,1,0,8,0,9,1,0,0,0,3,0,0,2,1
558,39.0,39.0,0,0,1,0,1,0,6,0,7,1,0,0,1,2,3,1,2,1
559,37.0,1.0,0,0,1,0,1,0,3,0,9,1,0,0,0,3,0,0,2,1
560,49.0,3.0,2,0,1,0,1,0,3,0,9,1,11,1,1,0,2,0,2,1
561,43.0,39.0,2,0,1,0,1,0,9,1,4,1,0,0,1,1,3,0,2,1
562,42.0,1.0,0,1,2,0,1,0,8,0,0,0,2,0,1,1,1,0,2,1
563,54.0,2.0,2,1,2,0,1,0,9,0,2,1,2,0,0,2,0,0,2,1
564,49.0,3.0,2,1,1,0,1,0,3,0,2,1,0,1,1,3,3,0,2,1
565,51.0,1.0,3,0,2,0,1,0,9,0,10,0,2,0,1,1,1,0,2,1
566,53.0,39.0,0,1,0,0,1,0,8,0,2,1,0,0,1,3,3,0,2,1
567,38.0,1.0,2,1,0,1,4,0,8,0,3,1,2,0,1,0,3,0,2,1
568,28.0,2.0,2,1,0,0,1,0,10,0,11,1,2,0,1,0,0,0,2,1
569,30.0,3.0,2,1,0,0,1,0,8,0,10,1,7,0,1,1,0,1,2,1
570,55.0,2.0,0,1,1,0,1,0,1,0,10,1,2,1,0,1,1,0,2,1
571,37.0,2.0,2,0,0,1,4,0,1,0,9,1,2,0,1,1,3,0,2,1
572,42.0,3.0,1,1,0,0,1,0,9,0,6,1,5,1,0,2,0,0,2,1
